acaudifer	maker-AnoCau_scaffold_26166-exonerate_protein2genome-gene-0.2-mRNA-1	Histone	-
acaudifer	maker-AnoCau_scaffold_13303-exonerate_protein2genome-gene-0.0-mRNA-1	-	Ubiquitin
acaudifer	maker-AnoCau_scaffold_18073-exonerate_protein2genome-gene-0.6-mRNA-1	h2a4	Histone
acaudifer	maker-AnoCau_scaffold_8023-exonerate_protein2genome-gene-0.1-mRNA-1	RNase	RIBONUCLEASE
acaudifer	maker-AnoCau_scaffold_8023-exonerate_protein2genome-gene-0.5-mRNA-1	RNase_A_canonical	rnase-fin
acaudifer	maker-AnoCau_scaffold_2510-exonerate_protein2genome-gene-2.0-mRNA-1	THYMOSIN	Thymosin
acaudifer	maker-AnoCau_scaffold_10779-exonerate_protein2genome-gene-0.0-mRNA-1	Serine	-
acaudifer	maker-AnoCau_scaffold_101-exonerate_protein2genome-gene-4.0-mRNA-1	UBIQUITIN	Ubiquitin-like
acaudifer	maker-AnoCau_scaffold_26166-exonerate_protein2genome-gene-0.1-mRNA-1	Histone	Core
acaudifer	maker-AnoCau_scaffold_4013-exonerate_protein2genome-gene-1.0-mRNA-1	LIVER-EXPRESSED	-
acaudifer	maker-AnoCau_scaffold_7941-exonerate_protein2genome-gene-0.0-mRNA-1	-	Ubiquitin
acaudifer	maker-AnoCau_scaffold_26795-exonerate_protein2genome-gene-0.0-mRNA-1	UBIQUITIN	ubq_7
acaudifer	maker-AnoCau_scaffold_8023-exonerate_protein2genome-gene-0.4-mRNA-1	Pancreatic	RIBONUCLEASE
acaudifer	maker-AnoCau_scaffold_18832-exonerate_protein2genome-gene-0.0-mRNA-1	Single	THY_2
acaudifer	maker-AnoCau_scaffold_12384-exonerate_protein2genome-gene-0.0-mRNA-1	Trypsin	Trypsin-like
acaudifer	maker-AnoCau_scaffold_16130-exonerate_protein2genome-gene-0.0-mRNA-1	DRESDEN	NONHISTONE
acaudifer	maker-AnoCau_scaffold_26166-exonerate_protein2genome-gene-0.0-mRNA-1	H4	Histone
acaudifer	maker-AnoCau_scaffold_2984-exonerate_protein2genome-gene-0.1-mRNA-1	BETA-DEFENSIN	BETA-DEFENSIN
acaudifer	maker-AnoCau_scaffold_2950-exonerate_protein2genome-gene-1.0-mRNA-1	Ribosomal	
acaudifer	maker-AnoCau_scaffold_11968-exonerate_protein2genome-gene-0.0-mRNA-1	Core	HISTONE
acaudifer	maker-AnoCau_scaffold_4363-exonerate_protein2genome-gene-0.1-mRNA-1	C-type	LYZ_C
acaudifer	maker-AnoCau_scaffold_1278-exonerate_protein2genome-gene-3.0-mRNA-1	Pancreatic	Pancreatic
acaudifer	maker-AnoCau_scaffold_8023-exonerate_protein2genome-gene-0.3-mRNA-1	Pancreatic	RIBONUCLEASE
acaudifer	maker-AnoCau_scaffold_34625-exonerate_protein2genome-gene-0.0-mRNA-1	SMALL	SCY_2
acaudifer	maker-AnoCau_scaffold_6910-exonerate_protein2genome-gene-0.0-mRNA-1	Histone	Histone-fold
acaudifer	maker-AnoCau_scaffold_5171-exonerate_protein2genome-gene-0.0-mRNA-1	ADM	ADRENOMEDULLIN
acaudifer	maker-AnoCau_scaffold_6077-exonerate_protein2genome-gene-0.0-mRNA-1	-	
acaudifer	maker-AnoCau_scaffold_17899-exonerate_protein2genome-gene-0.0-mRNA-1	BETA-DEFENSIN	Beta
acaudifer	maker-AnoCau_scaffold_26335-exonerate_protein2genome-gene-0.0-mRNA-1	BETA-DEFENSIN	-
acaudifer	maker-AnoCau_scaffold_3690-exonerate_protein2genome-gene-1.0-mRNA-1	C-X-C	Chemokine_CXC
acaudifer	maker-AnoCau_scaffold_26166-exonerate_protein2genome-gene-0.3-mRNA-1	C-terminus	Histone
acaudifer	maker-AnoCau_scaffold_354-exonerate_protein2genome-gene-0.0-mRNA-1	Histone-fold	CORE
acaudifer	maker-AnoCau_scaffold_1606-exonerate_protein2genome-gene-2.0-mRNA-1	CORE	HISTONE
acaudifer	maker-AnoCau_scaffold_8023-exonerate_protein2genome-gene-0.6-mRNA-1	Pancreatic	Pancreatic
acaudifer	maker-AnoCau_scaffold_3460-exonerate_protein2genome-gene-1.0-mRNA-1	Granins	CHROMOGRANIN-A
acaudifer	maker-AnoCau_scaffold_17391-exonerate_protein2genome-gene-0.0-mRNA-1	Cystatin/monellin	-
acaudifer	maker-AnoCau_scaffold_1542-exonerate_protein2genome-gene-1.0-mRNA-1	-	Ubiquitin
acaudifer	maker-AnoCau_scaffold_17194-exonerate_protein2genome-gene-0.0-mRNA-1	Beta	BETA-DEFENSIN-RELATED
acaudifer	maker-AnoCau_scaffold_756-exonerate_protein2genome-gene-1.0-mRNA-1	h2b3	Core
acaudifer	maker-AnoCau_scaffold_7330-exonerate_protein2genome-gene-0.0-mRNA-1	-	Core
acaudifer	maker-AnoCau_scaffold_5747-exonerate_protein2genome-gene-0.0-mRNA-1	Ubiquitin	Ribosomal
acaudifer	maker-AnoCau_scaffold_1654-exonerate_protein2genome-gene-1.0-mRNA-1	Phospholipase	Phospholipase
acaudifer	maker-AnoCau_scaffold_9802-exonerate_protein2genome-gene-0.0-mRNA-1	Kazal	Kazal-type
acaudifer	maker-AnoCau_scaffold_26166-exonerate_protein2genome-gene-0.9-mRNA-1	C-terminus	Histone
acaudifer	maker-AnoCau_scaffold_3690-exonerate_protein2genome-gene-1.2-mRNA-1	Chemokine_CXC	-
acaudifer	maker-AnoCau_scaffold_14471-exonerate_protein2genome-gene-0.1-mRNA-1	Histone	-
acaudifer	maker-AnoCau_scaffold_2228-exonerate_protein2genome-gene-2.0-mRNA-1	UBIQUITIN-40S	UBIQUITIN
acaudifer	maker-AnoCau_scaffold_26335-exonerate_protein2genome-gene-0.5-mRNA-1	SPERM-ASSOCIATED	Beta
acaudifer	maker-AnoCau_scaffold_26166-exonerate_protein2genome-gene-0.8-mRNA-1	Histone	-
acaudifer	maker-AnoCau_scaffold_3690-exonerate_protein2genome-gene-1.1-mRNA-1	Small	CXC
acaudifer	maker-AnoCau_scaffold_3806-exonerate_protein2genome-gene-1.0-mRNA-1	GH17761P	Ubiquitin
acaudifer	maker-AnoCau_scaffold_14471-exonerate_protein2genome-gene-0.0-mRNA-1	H4	Histone
acaudifer	maker-AnoCau_scaffold_17899-exonerate_protein2genome-gene-0.4-mRNA-1	BETA-DEFENSIN	BETA-DEFENSIN
acaudifer	maker-AnoCau_scaffold_6792-exonerate_protein2genome-gene-0.1-mRNA-1	Histone-fold	Histone
acaudifer	maker-AnoCau_scaffold_8729-exonerate_protein2genome-gene-0.0-mRNA-1	COMPLEMENT	TRANSMEMBRANE
acaudifer	maker-AnoCau_scaffold_3640-exonerate_protein2genome-gene-1.0-mRNA-1	HISTONE	Histone-fold
acaudifer	maker-AnoCau_scaffold_29587-exonerate_protein2genome-gene-0.1-mRNA-1	Core	Histone
acaudifer	maker-AnoCau_scaffold_247-exonerate_protein2genome-gene-0.0-mRNA-1	UBIQUITIN	Ubiquitin
acaudifer	maker-AnoCau_scaffold_13293-exonerate_protein2genome-gene-0.0-mRNA-1	Ubiquitin	UBIQUITIN-40S
acaudifer	maker-AnoCau_scaffold_9820-exonerate_protein2genome-gene-0.0-mRNA-1	HISTONE	C-terminus
acaudifer	maker-AnoCau_scaffold_1654-exonerate_protein2genome-gene-1.1-mRNA-1	Phospholipase	Phospholipase
acaudifer	maker-AnoCau_scaffold_6792-exonerate_protein2genome-gene-0.0-mRNA-1	Core	Histone-fold
acaudifer	maker-AnoCau_scaffold_17899-exonerate_protein2genome-gene-0.7-mRNA-1	Beta	BETA-DEFENSIN
acaudifer	maker-AnoCau_scaffold_15798-exonerate_protein2genome-gene-0.0-mRNA-1	-	Ribosomal
acaudifer	maker-AnoCau_scaffold_4971-exonerate_protein2genome-gene-0.0-mRNA-1	-	UBIQUITIN
acaudifer	maker-AnoCau_scaffold_8269-exonerate_protein2genome-gene-0.4-mRNA-1	-	BETA-DEFENSIN
acaudifer	maker-AnoCau_scaffold_8269-exonerate_protein2genome-gene-0.0-mRNA-1	Beta	-
acaudifer	maker-AnoCau_scaffold_9191-exonerate_protein2genome-gene-0.0-mRNA-1	THYMOSIN	Single
acaudifer	maker-AnoCau_scaffold_630-exonerate_protein2genome-gene-4.0-mRNA-1	Ubiquitin-like	-
acaudifer	maker-AnoCau_scaffold_14471-exonerate_protein2genome-gene-0.2-mRNA-1	Histone-fold	Core
acaudifer	maker-AnoCau_scaffold_944-exonerate_protein2genome-gene-0.1-mRNA-1	TRANSMEMBRANE	-
acaudifer	maker-AnoCau_scaffold_5203-exonerate_protein2genome-gene-1.0-mRNA-1	Phosphorylase	Protein
acaudifer	maker-AnoCau_scaffold_29587-exonerate_protein2genome-gene-0.3-mRNA-1	Histone	h2b3
acaudifer	maker-AnoCau_scaffold_12906-exonerate_protein2genome-gene-0.0-mRNA-1	-	
acaudifer	maker-AnoCau_scaffold_1664-exonerate_protein2genome-gene-2.4-mRNA-1	Defensin-like	Beta
acaudifer	maker-AnoCau_scaffold_6792-exonerate_protein2genome-gene-0.6-mRNA-1	Core	HISTONE
acaudifer	maker-AnoCau_scaffold_2940-exonerate_protein2genome-gene-1.0-mRNA-1	Ubiquitin-like	-
acaudifer	maker-AnoCau_scaffold_3096-exonerate_protein2genome-gene-0.1-mRNA-1	Pancreatic	BPTI-like
acaudifer	maker-AnoCau_scaffold_20736-exonerate_protein2genome-gene-0.0-mRNA-1	HISTONE	-
acaudifer	maker-AnoCau_scaffold_29587-exonerate_protein2genome-gene-0.2-mRNA-1	Core	Histone
acaudifer	maker-AnoCau_scaffold_6549-exonerate_protein2genome-gene-0.0-mRNA-1	Protein	Protein
acaudifer	maker-AnoCau_scaffold_942-exonerate_protein2genome-gene-2.0-mRNA-1	NTR	Pancreatic
acaudifer	maker-AnoCau_scaffold_16142-exonerate_protein2genome-gene-0.0-mRNA-1	BETA-DEFENSIN	Beta
acaudifer	maker-AnoCau_scaffold_6792-exonerate_protein2genome-gene-0.9-mRNA-1	HISTONE	Histone-fold
acaudifer	maker-AnoCau_scaffold_95-exonerate_protein2genome-gene-1.0-mRNA-1	Pancreatic	Pancreatic
acaudifer	maker-AnoCau_scaffold_10715-exonerate_protein2genome-gene-0.0-mRNA-1	-	Beta
acaudifer	maker-AnoCau_scaffold_3818-exonerate_protein2genome-gene-1.0-mRNA-1	-	Core
acaudifer	maker-AnoCau_scaffold_5715-exonerate_protein2genome-gene-0.0-mRNA-1	Histone	HISTONE
acaudifer	maker-AnoCau_scaffold_1664-exonerate_protein2genome-gene-2.2-mRNA-1	Prokaryotic	Beta
acaudifer	maker-AnoCau_scaffold_354-exonerate_protein2genome-gene-1.0-mRNA-1	-	LINE-1
acaudifer	maker-AnoCau_scaffold_19465-exonerate_protein2genome-gene-0.6-mRNA-1	Beta	
acaudifer	maker-AnoCau_scaffold_16142-exonerate_protein2genome-gene-0.6-mRNA-1	Beta	Prokaryotic
acaudifer	maker-AnoCau_scaffold_12497-exonerate_protein2genome-gene-0.0-mRNA-1	Ubiquitin	-
acaudifer	maker-AnoCau_scaffold_10481-exonerate_protein2genome-gene-0.0-mRNA-1	Core	h35
acaudifer	maker-AnoCau_scaffold_5495-exonerate_protein2genome-gene-1.0-mRNA-1	Synuclein	Helix
acaudifer	maker-AnoCau_scaffold_18169-exonerate_protein2genome-gene-0.0-mRNA-1	C-terminus	HISTONE
acaudifer	maker-AnoCau_scaffold_12022-exonerate_protein2genome-gene-0.0-mRNA-1	NAD(P)-binding	GLYCERALDEHYDE
acaudifer	maker-AnoCau_scaffold_18029-exonerate_protein2genome-gene-0.0-mRNA-1	THY_2	THYMOSIN
acaudifer	maker-AnoCau_scaffold_697-exonerate_protein2genome-gene-0.0-mRNA-1	-	Histone
acaudifer	maker-AnoCau_scaffold_10715-exonerate_protein2genome-gene-0.5-mRNA-1	Beta	
acaudifer	maker-AnoCau_scaffold_5431-exonerate_protein2genome-gene-0.0-mRNA-1	Ubiquitin-like	UBIQUITIN
acaudifer	maker-AnoCau_scaffold_2930-exonerate_protein2genome-gene-1.0-mRNA-1	Protein	Protein
acaudifer	maker-AnoCau_scaffold_602-exonerate_protein2genome-gene-1.0-mRNA-1	-	Histone
acaudifer	maker-AnoCau_scaffold_16232-exonerate_protein2genome-gene-0.0-mRNA-1	-	Ubiquitin
acaudifer	maker-AnoCau_scaffold_13351-exonerate_protein2genome-gene-0.0-mRNA-1	Single	THYMOSIN
acaudifer	maker-AnoCau_scaffold_16876-exonerate_protein2genome-gene-0.0-mRNA-1	HISTONE	h35
acaudifer	maker-AnoCau_scaffold_8669-exonerate_protein2genome-gene-0.0-mRNA-1	Ubiquitin	Ubiquitin
acaudifer	maker-AnoCau_scaffold_5111-exonerate_protein2genome-gene-0.0-mRNA-1	HISTONE	Core
acaudifer	maker-AnoCau_scaffold_10715-exonerate_protein2genome-gene-0.3-mRNA-1	Beta	BETA-DEFENSIN
acaudifer	maker-AnoCau_scaffold_18391-exonerate_protein2genome-gene-0.0-mRNA-1	KU	Pancreatic
acaudifer	maker-AnoCau_scaffold_12497-exonerate_protein2genome-gene-0.1-mRNA-1	Ubiquitin-like	UBIQUITIN
acaudifer	maker-AnoCau_scaffold_7702-exonerate_protein2genome-gene-0.0-mRNA-1	SAPOSIN-RELATED	Saposin
acaudifer	maker-AnoCau_scaffold_15558-exonerate_protein2genome-gene-0.0-mRNA-1	UBIQUITIN	Ubiquitin
acaudifer	maker-AnoCau_scaffold_1582-exonerate_protein2genome-gene-2.0-mRNA-1	GH17761P	-
acaudifer	maker-AnoCau_scaffold_4727-exonerate_protein2genome-gene-1.0-mRNA-1	-	
acaudifer	maker-AnoCau_scaffold_2160-exonerate_protein2genome-gene-2.0-mRNA-1	UBIQUITIN-40S	Ubiquitin
acaudifer	maker-AnoCau_scaffold_2906-exonerate_protein2genome-gene-1.0-mRNA-1	-	UBIQUITIN
acaudifer	maker-AnoCau_scaffold_21983-exonerate_protein2genome-gene-0.0-mRNA-1	Single	THY_2
acaudifer	maker-AnoCau_scaffold_2586-exonerate_protein2genome-gene-1.0-mRNA-1	Pancreatic	Pancreatic
acaudifer	maker-AnoCau_scaffold_23557-exonerate_protein2genome-gene-0.0-mRNA-1	-	Core
acaudifer	maker-AnoCau_scaffold_16142-exonerate_protein2genome-gene-0.10-mRNA-1	Beta	
acaudifer	maker-AnoCau_scaffold_21002-exonerate_protein2genome-gene-0.0-mRNA-1	THYMOSIN	Thymosin
acaudifer	maker-AnoCau_scaffold_3240-exonerate_protein2genome-gene-0.0-mRNA-1	Ribosomal	-
acaudifer	maker-AnoCau_scaffold_26166-exonerate_protein2genome-gene-0.15-mRNA-1	H4	Histone
acaudifer	maker-AnoCau_scaffold_4199-exonerate_protein2genome-gene-1.0-mRNA-1	KU	ALZHEIMER'S
acaudifer	maker-AnoCau_scaffold_6618-exonerate_protein2genome-gene-0.0-mRNA-1	Ubiquitin	GH17761P
acaudifer	maker-AnoCau_scaffold_8543-exonerate_protein2genome-gene-0.0-mRNA-1	Ubiquitin	UBIQUITIN
acaudifer	maker-AnoCau_scaffold_15500-exonerate_protein2genome-gene-0.0-mRNA-1	Ubiquitin-like	Ubiquitin
acaudifer	maker-AnoCau_scaffold_23557-exonerate_protein2genome-gene-0.2-mRNA-1	Core	h2b3
acaudifer	maker-AnoCau_scaffold_26166-exonerate_protein2genome-gene-0.14-mRNA-1	Histone	Core
acaudifer	maker-AnoCau_scaffold_4465-exonerate_protein2genome-gene-1.0-mRNA-1	SERUM	Serum
acaudifer	maker-AnoCau_scaffold_18550-exonerate_protein2genome-gene-0.0-mRNA-1	Beta	
acaudifer	maker-AnoCau_scaffold_23557-exonerate_protein2genome-gene-0.1-mRNA-1	H4	Histone
acaudifer	maker-AnoCau_scaffold_656-exonerate_protein2genome-gene-2.0-mRNA-1	Trypsin-like	SERINE
acaudifer	maker-AnoCau_scaffold_19373-exonerate_protein2genome-gene-0.0-mRNA-1	Trypsin	-
acaudifer	maker-AnoCau_scaffold_388-exonerate_protein2genome-gene-4.0-mRNA-1	Ubiquitin	Ribosomal
acaudifer	maker-AnoCau_scaffold_28665-exonerate_protein2genome-gene-0.1-mRNA-1	PLATELET	Interleukin
acaudifer	maker-AnoCau_scaffold_12950-exonerate_protein2genome-gene-0.0-mRNA-1	HISTONE	Histone
acaudifer	maker-AnoCau_scaffold_24764-exonerate_protein2genome-gene-0.0-mRNA-1	Defensin	Alpha_defensin
ajamaicensis	maker-original_scaffold_20115-exonerate_protein2genome-gene-19.0-mRNA-1	ADRENOMEDULLIN	
ajamaicensis	maker-original_scaffold_10745-exonerate_protein2genome-gene-1.1-mRNA-1	HISTONE	Core
ajamaicensis	maker-original_scaffold_26050-exonerate_protein2genome-gene-29.0-mRNA-1	-	C-X-C
ajamaicensis	maker-original_scaffold_52630-exonerate_protein2genome-gene-0.0-mRNA-1	Ubiquitin	-
ajamaicensis	maker-original_scaffold_1777-exonerate_protein2genome-gene-0.0-mRNA-1	Ubiquitin	Ubiquitin-like
ajamaicensis	maker-original_scaffold_26050-exonerate_protein2genome-gene-14.0-mRNA-1	Interleukin	Small
ajamaicensis	maker-fragScaff_scaffold_302-exonerate_protein2genome-gene-0.23-mRNA-1	HISTONE	Histone
ajamaicensis	maker-fragScaff_scaffold_364-exonerate_protein2genome-gene-11.1-mRNA-1	Beta	BETA-DEFENSIN
ajamaicensis	maker-original_scaffold_11779-exonerate_protein2genome-gene-2.0-mRNA-1	Phosphorylase	Protein
ajamaicensis	maker-original_scaffold_49285-exonerate_protein2genome-gene-5.0-mRNA-1	Thymosin	THY_2
ajamaicensis	maker-original_scaffold_10745-exonerate_protein2genome-gene-1.8-mRNA-1	Histone-fold	HISTONE
ajamaicensis	maker-original_scaffold_30713-exonerate_protein2genome-gene-0.0-mRNA-1	GH17761P	Ubiquitin-like
ajamaicensis	maker-fragScaff_scaffold_302-exonerate_protein2genome-gene-0.14-mRNA-1	Histone	HISTONE
ajamaicensis	maker-fragScaff_scaffold_302-exonerate_protein2genome-gene-0.10-mRNA-1	H2A	Core
ajamaicensis	maker-original_scaffold_58856-exonerate_protein2genome-gene-0.0-mRNA-1	Beta	
ajamaicensis	maker-fragScaff_scaffold_283-exonerate_protein2genome-gene-9.0-mRNA-1	Histone-fold	Core
ajamaicensis	maker-original_scaffold_6285-exonerate_protein2genome-gene-0.1-mRNA-1	HISTONE	H4
ajamaicensis	maker-original_scaffold_14580-exonerate_protein2genome-gene-8.0-mRNA-1	Small	-
ajamaicensis	maker-fragScaff_scaffold_364-exonerate_protein2genome-gene-11.4-mRNA-1	-	BETA-DEFENSIN
ajamaicensis	maker-original_scaffold_36302-exonerate_protein2genome-gene-0.4-mRNA-1	Histone-fold	HISTONE
ajamaicensis	maker-original_scaffold_55156-exonerate_protein2genome-gene-0.0-mRNA-1	Core	Histone
ajamaicensis	maker-original_scaffold_10745-exonerate_protein2genome-gene-1.7-mRNA-1	Histone	HISTONE
ajamaicensis	maker-original_scaffold_52871-exonerate_protein2genome-gene-0.0-mRNA-1	Trypsin	COAGULATION
ajamaicensis	maker-fragScaff_scaffold_280-exonerate_protein2genome-gene-2.0-mRNA-1	Defensin-like	Beta
ajamaicensis	maker-original_scaffold_4698-exonerate_protein2genome-gene-0.2-mRNA-1	H2A	Histone
ajamaicensis	maker-original_scaffold_6285-exonerate_protein2genome-gene-0.0-mRNA-1	Histone	Histone
ajamaicensis	maker-fragScaff_scaffold_302-exonerate_protein2genome-gene-2.1-mRNA-1	HISTONE	Core
ajamaicensis	maker-fragScaff_scaffold_423-exonerate_protein2genome-gene-3.0-mRNA-1	-	Trypsin
ajamaicensis	maker-original_scaffold_41130-exonerate_protein2genome-gene-2.0-mRNA-1	NONHISTONE	NON-HISTONE
ajamaicensis	maker-fragScaff_scaffold_364-exonerate_protein2genome-gene-11.3-mRNA-1	BETA-DEFENSIN	-
ajamaicensis	maker-fragScaff_scaffold_359-exonerate_protein2genome-gene-0.0-mRNA-1	Ubiquitin-like	UBIQUITIN
ajamaicensis	maker-original_scaffold_4698-exonerate_protein2genome-gene-0.1-mRNA-1	Histone	Histone
ajamaicensis	maker-original_scaffold_10745-exonerate_protein2genome-gene-1.6-mRNA-1	Histone	Histone
ajamaicensis	maker-fragScaff_scaffold_302-exonerate_protein2genome-gene-0.16-mRNA-1	Histone	H4
ajamaicensis	maker-fragScaff_scaffold_302-exonerate_protein2genome-gene-2.0-mRNA-1	Histone	Core
ajamaicensis	maker-original_scaffold_48414-exonerate_protein2genome-gene-11.0-mRNA-1	HISTONE	Histone
ajamaicensis	maker-fragScaff_scaffold_283-exonerate_protein2genome-gene-10.0-mRNA-1	Histone	HISTONE
ajamaicensis	maker-fragScaff_scaffold_98-exonerate_protein2genome-gene-15.0-mRNA-1	Ribosomal	Ubiquitin
ajamaicensis	maker-fragScaff_scaffold_104-exonerate_protein2genome-gene-46.0-mRNA-1	CATHELICIDIN	NEUTROPHILIC
ajamaicensis	maker-fragScaff_scaffold_302-exonerate_protein2genome-gene-0.15-mRNA-1	Histone	HISTONE
ajamaicensis	maker-original_scaffold_4698-exonerate_protein2genome-gene-0.0-mRNA-1	Histone	Core
ajamaicensis	maker-original_scaffold_41796-exonerate_protein2genome-gene-0.14-mRNA-1	SPERM-ASSOCIATED	SPERM-ASSOCIATED
ajamaicensis	maker-original_scaffold_50213-exonerate_protein2genome-gene-0.0-mRNA-1	AMYLOID-LIKE	Pancreatic
ajamaicensis	maker-fragScaff_scaffold_302-exonerate_protein2genome-gene-0.18-mRNA-1	HISTONE	Core
ajamaicensis	maker-fragScaff_scaffold_302-exonerate_protein2genome-gene-2.2-mRNA-1	Centromere	H4
ajamaicensis	maker-fragScaff_scaffold_384-exonerate_protein2genome-gene-83.0-mRNA-1	S_100_2	S100
ajamaicensis	maker-original_scaffold_46326-exonerate_protein2genome-gene-12.0-mRNA-1	C-type	LYZ_C
ajamaicensis	maker-original_scaffold_4535-exonerate_protein2genome-gene-1.0-mRNA-1	Histone	
ajamaicensis	maker-original_scaffold_34846-exonerate_protein2genome-gene-50.0-mRNA-1	Thymosin	THYMOSIN
ajamaicensis	maker-fragScaff_scaffold_302-exonerate_protein2genome-gene-0.17-mRNA-1	Histone	Histone
ajamaicensis	maker-original_scaffold_4698-exonerate_protein2genome-gene-0.6-mRNA-1	HISTONE	H4
ajamaicensis	maker-fragScaff_scaffold_196-exonerate_protein2genome-gene-17.0-mRNA-1	ALZHEIMER'S	BPTI-like
